Year,STN_Code,Monitoring_Location,State,Temp_Min_C,Temp_Max_C,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,BOD_Max,NitrateN_NitriteN_Min,NitrateN_NitriteN_Max,Fecal_Coliform_Min,Fecal_Coliform_Max,Total_Coliform_Min,Total_Coliform_Max,TDS_Min,TDS_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max,Temp_Mean,Temp_Exceeds_BIS,pH_Mean,pH_Exceeds_BIS,Conductivity_Mean,BOD_Mean,NitrateN_NitriteN_Mean,NitrateN_NitriteN_Exceeds_BIS,Fecal_Coliform_Mean,Total_Coliform_Mean,TDS_Mean,TDS_Exceeds_BIS,Fluoride_Mean,Fluoride_Exceeds_BIS,Arsenic_Mean,Arsenic_Exceeds_BIS
2017,2246,"GROUND WATER FROM SEMENCHAPARI, ASSAM TE LABOR COLONY), ASSAM",Assam,20.0,22.0,6.2,7.0,188.0,236.0,0.9,2.2,2.0,2.0,2.0,2.0,0.4,0.4,,,,,,,21.0,0,6.6,0,212.0,1.55,2.0,0,2.0,0.4,,0,,0,,0
2017,2247,"GROUND WATER FROM SILAPATHAR, ASSAM",Assam,20.0,23.0,6.3,6.4,94.0,225.0,1.4,1.8,2.0,2.0,2.0,2.0,0.6,1.1,,,,,,,21.5,0,6.35,0,159.5,1.6,2.0,0,2.0,0.8500000000000001,,0,,0,,0
2017,2248,"GROUND WATER FROM LAKHIMPUR TOWN,",Assam,26.0,30.0,6.0,6.8,134.0,343.0,1.4,2.8,2.0,2.0,2.0,2.0,1.8,3.5,,,,,,,28.0,0,6.4,0,238.5,2.0999999999999996,2.0,0,2.0,2.65,,0,,0,,0
2017,2249,GROUND WATER FROM TEZPUR (MISSION,Assam,26.0,27.0,6.1,6.4,249.0,251.0,0.9,2.2,2.0,2.0,2.0,2.0,0.3,2.7,,,,,,,26.5,0,6.25,0,250.0,1.55,2.0,0,2.0,1.5,,0,,0,,0
2017,2250,"GROUND WATER FROM NAGAON (PANIGAON), CHARIALI), ASSAM",Assam,29.0,30.0,6.0,6.3,285.0,513.0,1.8,2.4,2.0,2.0,2.0,2.0,0.5,2.7,,,,,,,29.5,0,6.15,0,399.0,2.1,2.0,0,2.0,1.6,,0,,0,,0
2017,2251,GROUND WATER FROM JAGIROAD NEAR HPC,Assam,29.0,29.0,5.1,5.4,463.0,755.0,1.1,1.1,2.0,730.0,2.0,2000.0,0.6,1.1,,,,,,,29.0,0,5.25,0,609.0,1.1,366.0,1,1001.0,0.8500000000000001,,0,,0,,0
2017,2252,"GROUND WATER NEAR MSW DUMPING SITE AT EFFLUENT DISCHARGE POINT, ASSAM",Assam,22.0,29.0,6.2,6.6,202.0,221.0,1.2,2.3,2.0,2.0,2.0,2.0,0.1,0.8,,,,,,,25.5,0,6.4,0,211.5,1.75,2.0,0,2.0,0.45,,0,,0,,0
2017,2253,"GROUND WATER FROM NALBARI, ASSAM GARCHUK-GUWAHATI, ASSAM",Assam,22.0,30.0,6.2,6.3,190.0,194.0,1.1,2.1,2.0,2.0,2.0,2.0,0.1,2.1,,,,,,,26.0,0,6.25,0,192.0,1.6,2.0,0,2.0,1.1,,0,,0,,0
2017,2254,GROUND WATER FROM BARPETA ROAD(RLY,Assam,28.0,28.0,6.9,7.1,526.0,660.0,0.6,1.4,2.0,2.0,2.0,2.0,0.3,2.7,,,,,,,28.0,0,7.0,0,593.0,1.0,2.0,0,2.0,1.5,,0,,0,,0
2017,2255,"GROUND WATER NEAR BPRL, DHALIGAON, ASSAM STATION), ASSAM",Assam,28.0,30.0,5.7,6.7,293.0,408.0,1.4,2.2,2.0,2.0,2.0,2.0,1.8,6.4,,,,,,,29.0,0,6.2,0,350.5,1.8,2.0,0,2.0,4.1000000000000005,,0,,0,,0
2017,2256,GROUND WATER FROM KOKRAJHAR DISTRICT (HS,Assam,28.0,30.0,5.6,6.7,57.0,154.0,0.5,0.8,2.0,2.0,2.0,2.0,0.3,2.8,,,,,,,29.0,0,6.15,0,105.5,0.65,2.0,0,2.0,1.5499999999999998,,0,,0,,0
2017,2257,GROUND WATER FROM DHUBRI DISTRICT,Assam,24.0,32.0,6.5,7.7,427.0,454.0,0.6,1.0,2.0,2.0,2.0,2.0,0.2,2.7,,,,,,,28.0,0,7.1,0,440.5,0.8,2.0,0,2.0,1.4500000000000002,,0,,0,,0
2017,2258,"GROUND WATER FROM GOALPARA DIST. (COLLEGE NAGAR ), ASSAM",Assam,26.0,30.0,6.4,6.6,244.0,246.0,1.1,2.2,2.0,2.0,2.0,2.0,2.4,3.2,,,,,,,28.0,0,6.5,0,245.0,1.6500000000000001,2.0,0,2.0,2.8,,0,,0,,0
2017,2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE), (GOALPARA COLLEGE ), ASSAM",Assam,27.0,27.0,7.1,7.2,751.0,837.0,0.8,1.0,2.0,2.0,2.0,2.0,0.6,1.0,,,,,,,27.0,0,7.15,0,794.0,0.9,2.0,0,2.0,0.8,,0,,0,,0
2017,2260,"GROUND WATER FROM HAMREN, ASSAM",Assam,26.0,29.0,6.0,6.2,94.0,104.0,1.4,1.6,2.0,2.0,2.0,2.0,0.4,0.7,,,,,,,27.5,0,6.1,0,99.0,1.5,2.0,0,2.0,0.55,,0,,0,,0
2017,2261,"GROUND WATER FROM HAFLONG, ASSAM",Assam,20.0,24.0,6.1,7.2,90.0,122.0,0.8,1.0,2.0,2.0,2.0,2.0,0.7,2.1,,,,,,,22.0,0,6.65,0,106.0,0.9,2.0,0,2.0,1.4,,0,,0,,0
2017,2262,"GROUND WATER FROM KARIMGANJ (COLLEGE),",Assam,25.0,25.0,5.7,7.1,84.0,149.0,1.0,1.2,2.0,2.0,2.0,2.0,0.6,1.7,,,,,,,25.0,0,6.4,0,116.5,1.1,2.0,0,2.0,1.15,,0,,0,,0
2017,2263,GROUND WATER FROM HIALAKANDI (NEAR ASTC,Assam,25.0,25.0,7.4,7.4,154.0,198.0,0.6,1.3,2.0,2.0,2.0,2.0,0.5,2.7,,,,,,,25.0,0,7.4,0,176.0,0.95,2.0,0,2.0,1.6,,0,,0,,0
2017,2264,"GROUND WATER IN PANCHGRAM MARKET NEAR BUS STAND ), ASSAM",Assam,25.0,25.0,6.6,6.7,153.0,171.0,1.4,3.1,2.0,2.0,2.0,2.0,0.7,1.7,,,,,,,25.0,0,6.65,0,162.0,2.25,2.0,0,2.0,1.2,,0,,0,,0
2017,3761,"BISWANATH CHARIALI TOWN CACHAR PAPER MILL, ASSAM",Assam,26.0,26.0,7.1,7.1,177.0,177.0,1.1,1.1,2.0,2.0,2.0,2.0,1.7,1.7,,,,,,,26.0,0,7.1,0,177.0,1.1,2.0,0,2.0,1.7,,0,,0,,0
2017,3762,"MUNICIPAL WASTE PROCESSING FACILITY,",Assam,27.0,27.0,6.3,6.3,384.0,384.0,3.0,3.0,2.0,2.0,2.0,2.0,1.6,1.6,,,,,,,27.0,0,6.3,0,384.0,3.0,2.0,0,2.0,1.6,,0,,0,,0
2017,3766,"MANGALDOI TOWN MORABHARLI, TEZPUR",Assam,27.0,27.0,6.4,6.4,287.0,287.0,2.8,2.8,2.0,2.0,2.0,2.0,2.4,2.4,,,,,,,27.0,0,6.4,0,287.0,2.8,2.0,0,2.0,2.4,,0,,0,,0
2017,3770,GROUND WATER NEAR GARMUR RECREATION,Assam,28.0,28.0,7.2,7.2,157.0,157.0,1.8,1.8,2.0,2.0,2.0,2.0,0.8,0.8,,,,,,,28.0,0,7.2,0,157.0,1.8,2.0,0,2.0,0.8,,0,,0,,0
2017,3771,"GROUND WATER FROM TITABAT URBAN WATER GROUND, JORHAT",Assam,27.0,27.0,7.8,7.8,277.0,277.0,1.7,1.7,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,27.0,0,7.8,0,277.0,1.7,2.0,0,2.0,1.0,,0,,0,,0
2017,3779,"GROUND WATER FROM GARMUR, MAJULI SUPPLY, TITABAR",Assam,27.0,27.0,7.5,7.5,391.0,391.0,1.9,1.9,2.0,2.0,2.0,2.0,0.2,0.2,,,,,,,27.0,0,7.5,0,391.0,1.9,2.0,0,2.0,0.2,,0,,0,,0
2017,3790,"GOGAMUKH PUBLIC WATER SUPPLY SCHEME,",Assam,22.0,22.0,7.5,7.5,180.0,180.0,2.2,2.2,2.0,2.0,2.0,2.0,1.4,1.4,,,,,,,22.0,0,7.5,0,180.0,2.2,2.0,0,2.0,1.4,,0,,0,,0
2017,3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, GOGAMUKH, DHEMAJI",Assam,27.0,27.0,6.8,6.8,451.0,451.0,1.6,1.6,700.0,700.0,1500.0,1500.0,2.1,2.1,,,,,,,27.0,0,6.8,0,451.0,1.6,700.0,1,1500.0,2.1,,0,,0,,0
2017,3794,"TUBE WELL AT R/O SRI ANIL BAORA AT RUPJYOTI COLONY (NAGABALI) MUNICIPALITY DUMPING SITE, GOLAGHAT",Assam,27.0,27.0,6.7,6.7,489.0,489.0,2.2,2.2,2.0,2.0,2.0,2.0,2.7,2.7,,,,,,,27.0,0,6.7,0,489.0,2.2,2.0,0,2.0,2.7,,0,,0,,0
2017,3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR, PO: PULIKAITONI",Assam,26.0,26.0,7.5,7.5,370.0,370.0,1.4,1.4,2.0,2.0,2.0,2.0,1.6,1.6,,,,,,,26.0,0,7.5,0,370.0,1.4,2.0,0,2.0,1.6,,0,,0,,0
2017,3801,"GROUND WATER FROM MEHEPUR TRENCHING SCHOOL, GOROUNGA TINIALI, FURKATING",Assam,25.0,25.0,7.4,7.4,545.0,545.0,5.1,5.1,2.0,2.0,2.0,2.0,1.5,1.5,,,,,,,25.0,0,7.4,0,545.0,5.1,2.0,0,2.0,1.5,,0,,0,,0
2017,3802,"GROUND WATER FROM MEHEPUR NEAR A GROUND, MEHERPUR, CACHAR",Assam,25.0,25.0,7.1,7.1,331.0,331.0,2.0,2.0,2.0,2.0,2.0,2.0,1.2,1.2,,,,,,,25.0,0,7.1,0,331.0,2.0,2.0,0,2.0,1.2,,0,,0,,0
2017,3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL CLUSTER OF NURSING HOME & DIAGNOSTIC CENTRE, MEHERPUR, CACHAR",Assam,26.0,26.0,6.8,6.8,162.0,162.0,2.2,2.2,2.0,2.0,2.0,2.0,1.7,1.7,,,,,,,26.0,0,6.8,0,162.0,2.2,2.0,0,2.0,1.7,,0,,0,,0
2017,3813,"GROUND WATER FROM BONDA, GUWAHATI AREA AT BADARPUR GHAT, KARIMGANJ",Assam,27.0,27.0,5.6,5.6,309.0,309.0,1.7,1.7,2.0,2.0,2.0,2.0,1.9,1.9,,,,,,,27.0,0,5.6,0,309.0,1.7,2.0,0,2.0,1.9,,0,,0,,0
2017,3815,"GROUND WATER FROM KHANAPARA, GUWAHATI",Assam,24.0,24.0,7.8,7.8,286.0,286.0,0.8,0.8,2.0,2.0,2.0,2.0,1.9,1.9,,,,,,,24.0,0,7.8,0,286.0,0.8,2.0,0,2.0,1.9,,0,,0,,0
2017,3816,"GROUND WATER FROM BASISTHA, GUWAHATI",Assam,24.0,24.0,7.9,7.9,280.0,280.0,0.5,0.5,2.0,2.0,2.0,2.0,0.1,0.1,,,,,,,24.0,0,7.9,0,280.0,0.5,2.0,0,2.0,0.1,,0,,0,,0
2017,3817,"GROUND WATER FROM KAHILIPARA, GUWAHATI",Assam,25.0,25.0,7.0,7.0,331.0,331.0,0.8,0.8,2.0,2.0,2.0,2.0,0.1,0.1,,,,,,,25.0,0,7.0,0,331.0,0.8,2.0,0,2.0,0.1,,0,,0,,0
2017,3818,"GROUND WATER FROM MALIGAON, GUWAHATI",Assam,26.0,26.0,7.3,7.3,280.0,280.0,1.0,1.0,2.0,2.0,2.0,2.0,0.3,0.3,,,,,,,26.0,0,7.3,0,280.0,1.0,2.0,0,2.0,0.3,,0,,0,,0
2017,1825,BORE WELL WATER AT KATRA BAZAR WATER,Bihar,26.0,30.0,8.1,8.7,446.0,449.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,28.0,0,8.399999999999999,1,447.5,2.0,2.0,0,0.0,,,0,,0,,0
2017,1826,"BORE WELL WATER AT BHUT NATH ROAD WATER TANK, MALSALAMI, PATNA",Bihar,26.0,32.0,7.8,8.0,455.0,456.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,29.0,0,7.9,0,455.5,2.0,2.0,0,0.0,,,0,,0,,0
2017,1827,"TAP WATER COMING FROM OVER HEAD TANK TANK SEC-3, KANKARBAGH,PATNA",Bihar,26.0,32.0,7.4,7.4,554.0,558.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,29.0,0,7.4,0,556.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER PMCH CAMPUS, PATNA",Bihar,26.0,30.0,7.8,7.8,520.0,521.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,28.0,0,7.8,0,520.5,2.0,2.0,0,0.0,,,0,,0,,0
2017,1829,"BORE WELL WATER FROM IGIMS CAMPUS, PATNA BOARD HEAD OFFICE, NEAR HIGH COURT, PATNA",Bihar,26.0,30.0,7.6,7.8,560.0,560.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,28.0,0,7.699999999999999,0,560.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1830,BORE WELL WATER (PHED PUMP HOUSE) SADAR,Bihar,24.0,28.0,7.2,7.5,995.0,1000.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,26.0,0,7.35,0,997.5,2.0,2.0,0,0.0,,,0,,0,,0
2017,1831,"BORE WELL WATER MMC PUMP HOUSE HOSPITAL CAMPUS, MUZAFFARPUR",Bihar,24.0,28.0,7.8,8.0,628.0,642.0,2.0,7.0,2.0,12.0,0.0,0.0,,,,,,,,,26.0,0,7.9,0,635.0,4.5,7.0,0,0.0,,,0,,0,,0
2017,1832,"TAP WATER IN CAMPUS OF KALI ASTHAN, BRAHMPURA NAKA, MUZAFFARPUR",Bihar,26.0,27.0,7.2,7.4,612.0,768.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,26.5,0,7.300000000000001,0,690.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1833,"TAP WATER IN CAMPUS OF S.P OOFICE, BEGUSARAI",Bihar,26.0,26.0,7.2,7.3,688.0,730.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,26.0,0,7.25,0,709.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL, POKHARIA, BEGUSARAI",Bihar,20.0,22.0,7.2,7.6,554.0,692.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,21.0,0,7.4,0,623.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1835,"HAND PUMP WATER NEAR COURT LOWER COURT, PURNEA",Bihar,20.0,22.0,7.1,7.5,602.0,834.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,21.0,0,7.3,0,718.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1836,HAND PUMP WATER NEAR BUS STAND TILKS PURNEA,Bihar,28.0,32.0,7.3,7.4,332.0,402.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,30.0,0,7.35,0,367.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1837,"BEGUSARAI MANJHI CHOWK, BEGUSARAI",Bihar,28.0,32.0,7.2,7.3,413.0,446.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,30.0,0,7.25,0,429.5,2.0,2.0,0,0.0,,,0,,0,,0
2017,1838,"TAP WATER NEAR VEER KUWAR SINGH CHOWK,",Bihar,25.0,30.0,7.2,7.2,596.0,648.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,27.5,0,7.2,0,622.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1839,HAND PUMP WATER IN CAMPUS OF KASTURBA MUNGER,Bihar,26.0,28.0,7.3,7.6,580.0,600.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,27.0,0,7.449999999999999,0,590.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1840,"TAP WATER PHED PUMP HOUSE MAIN ROAD, WATER WORKS, MUNGER",Bihar,28.0,29.0,7.4,8.0,581.0,589.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,28.5,0,7.7,0,585.0,2.0,2.0,0,0.0,,,0,,0,,0
2017,1841,TAP WELL WATER FROM T. MODAL INTER MOTIHARI,Bihar,26.0,31.0,7.1,7.1,889.0,1850.0,2.0,4.0,2.0,7.0,0.0,0.0,,,,,,,,,28.5,0,7.1,0,1369.5,3.0,4.5,0,0.0,,,0,,0,,0
2017,1842,"TAP WATER SAMPLE AT RAMKUND, GAYA SCHOOL, G.B ROAD, GAYA",Bihar,26.0,31.0,7.1,7.2,895.0,1700.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,28.5,0,7.15,0,1297.5,2.0,2.0,0,0.0,,,0,,0,,0
2017,1843,"PHED WATER SUPPLY NEAR BUS STAND, RAJGIR",Bihar,25.0,30.0,7.2,7.2,478.0,897.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,27.5,0,7.2,0,687.5,2.0,2.0,0,0.0,,,0,,0,,0
