Year,STN_Code,Monitoring_Location,State,Temp_Min_C,Temp_Max_C,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,BOD_Max,NitrateN_NitriteN_Min,NitrateN_NitriteN_Max,Fecal_Coliform_Min,Fecal_Coliform_Max,Total_Coliform_Min,Total_Coliform_Max,TDS_Min,TDS_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max,Temp_Mean,Temp_Exceeds_BIS,pH_Mean,pH_Exceeds_BIS,Conductivity_Mean,BOD_Mean,NitrateN_NitriteN_Mean,NitrateN_NitriteN_Exceeds_BIS,Fecal_Coliform_Mean,Total_Coliform_Mean,TDS_Mean,TDS_Exceeds_BIS,Fluoride_Mean,Fluoride_Exceeds_BIS,Arsenic_Mean,Arsenic_Exceeds_BIS
2018,26,"WELL AT GRAM PANCHAYAT OFFICE, KAANURU,",Andhra Pradesh,25.0,25.0,7.4,7.8,1440.0,1808.0,1.0,1.2,3.6,3.7,2.0,2.0,400.0,400.0,,,,,,,25.0,0,7.6,0,1624.0,1.1,3.6500000000000004,0,2.0,400.0,,0,,0,,0
2018,1513,"VIJAYWADA BOREWELL KRISHNA MURTHY, D.NO. 48-16-43",Andhra Pradesh,26.0,26.0,7.6,8.1,1614.0,1751.0,1.0,1.2,2.7,3.6,2.0,2.0,400.0,800.0,,,,,,,26.0,0,7.85,0,1682.5,1.1,3.1500000000000004,0,2.0,600.0,,0,,0,,0
2018,1514,AUTONAGAR VIJJAYAWADA BOREWELL VIJAY KUMAR AUTONAGAR,Andhra Pradesh,25.0,25.0,7.3,7.5,1685.0,2039.0,1.0,1.6,0.9,3.9,2.0,2.0,400.0,400.0,,,,,,,25.0,0,7.4,0,1862.0,1.3,2.4,0,2.0,400.0,,0,,0,,0
2018,1516,"BOREWELL OF NAVLOK GARDENS, NELLORE VIJAYAWADA",Andhra Pradesh,25.0,25.0,7.6,8.7,845.0,2160.0,1.0,1.2,2.2,30.0,2.0,2.0,400.0,800.0,,,,,,,25.0,0,8.149999999999999,1,1502.5,1.1,16.1,0,2.0,600.0,,0,,0,,0
2018,1517,BOREWELL NEAR TUNGBHADRA KURNOOL,Andhra Pradesh,22.0,26.0,7.4,7.4,4340.0,5500.0,0.5,2.0,3.7,15.2,2.0,2.0,2.0,2.0,,,,,,,24.0,0,7.4,0,4920.0,1.25,9.45,0,2.0,2.0,,0,,0,,0
2018,1518,BOREWELL AT NANDYAL (KUNDU),Andhra Pradesh,22.0,27.0,7.1,7.5,6140.0,6180.0,0.8,2.0,3.0,34.2,2.0,2.0,2.0,2.0,,,,,,,24.5,0,7.3,0,6160.0,1.4,18.6,0,2.0,2.0,,0,,0,,0
2018,1519,BOREWELL AT NAGIRI,Andhra Pradesh,28.0,29.0,7.3,7.6,2120.0,2180.0,0.5,2.0,4.7,24.8,2.0,2.0,2.0,2.0,,,,,,,28.5,0,7.449999999999999,0,2150.0,1.25,14.75,0,2.0,2.0,,0,,0,,0
2018,1520,BOREWELL NEAR SWARNAMUKHI AT,Andhra Pradesh,28.0,28.0,7.3,7.6,762.0,928.0,0.5,2.0,2.4,19.0,2.0,2.0,2.0,2.0,,,,,,,28.0,0,7.449999999999999,0,845.0,1.25,10.7,0,2.0,2.0,,0,,0,,0
2018,1521,"SRIKALAHASTI OPEN WELL NEAR RAMA TEMPLE , WARD NO.2 ,",Andhra Pradesh,25.0,28.0,7.0,8.0,1938.0,2355.0,1.2,1.4,6.5,10.6,15.0,21.0,460.0,460.0,,,,,,,26.5,0,7.5,0,2146.5,1.2999999999999998,8.55,0,18.0,460.0,,0,,0,,0
2018,1522,"OPEN WELL PEDDANUVVI - VIZIANAGARAM MINDI , VISAKHAPATNAM",Andhra Pradesh,27.0,27.0,7.0,8.0,529.0,560.0,1.4,1.7,0.6,0.7,9.0,15.0,150.0,210.0,,,,,,,27.0,0,7.5,0,544.5,1.5499999999999998,0.6499999999999999,0,12.0,180.0,,0,,0,,0
