# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,TABLE - 1: WATER QUALITY OF GROUND WATER IN ANDHRA PRADESH - 2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Faecal Coli,,,,,,,,
,,,,,,,,Conductivity,B.O.D.,,,,,Total Coli form,Nitrate-N + Nitrite-,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,,,form,,,,,,,,,
Station,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(μmhos/cm),(mg/l),,,,,(MPN/100ml),,N (mg/l),,,,
,"Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(MPN/100ml),,,,,,,,,
"Code ",,,,,,,,,,,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ",max,,,,
"1829 ","BORE WELL WATER FROM IGIMS CAMPUS, PATNA ","BIHAR ","26.0 ","30.0 ","7.6 ","7.8 ","560 ","560 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"1830 ",BORE WELL WATER (PHED PUMP HOUSE) SADAR,"BIHAR ","24.0 ","28.0 ","7.2 ","7.5 ","995 ","1000 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"HOSPITAL CAMPUS, MUZAFFARPUR",,,,,,,,,,,,,,,,,,,
"1831 ",BORE WELL WATER MMC PUMP HOUSE,"BIHAR ","24.0 ","28.0 ","7.8 ","8.0 ","628 ","642 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
,"BRAHMPURA NAKA, MUZAFFARPUR",,,,,,,,,,,,,,,,,,,
"1832 ","TAP WATER IN CAMPUS OF KALI ASTHAN,","BIHAR ","26.0 ","27.0 ","7.2 ","7.4 ","612 ","768 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,BEGUSARAI,,,,,,,,,,,,,,,,,,,
"1833 ","TAP WATER IN CAMPUS OF S.P OOFICE,","BIHAR ","26.0 ","26.0 ","7.2 ","7.3 ","688 ","730 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"POKHARIA, BEGUSARAI",,,,,,,,,,,,,,,,,,,
"1834 ","HAND PUMP WATER NEAR GOVT. HOSPITAL,","BIHAR ","20.0 ","22.0 ","7.2 ","7.6 ","554 ","692 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,PURNEA,,,,,,,,,,,,,,,,,,,
"1835 ","HAND PUMP WATER NEAR COURT LOWER COURT,","BIHAR ","20.0 ","22.0 ","7.1 ","7.5 ","602 ","834 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,PURNEA,,,,,,,,,,,,,,,,,,,
"1836 ",HAND PUMP WATER NEAR BUS STAND TILKS,"BIHAR ","28.0 ","32.0 ","7.3 ","7.4 ","332 ","402 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"MANJHI CHOWK, BEGUSARAI",,,,,,,,,,,,,,,,,,,
"1837 ","BEGUSARAI ","BIHAR ","28.0 ","32.0 ","7.2 ","7.3 ","413 ","446 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"1838 ","TAP WATER NEAR VEER KUWAR SINGH CHOWK,","BIHAR ","25.0 ","30.0 ","7.2 ","7.2 ","596 ","648 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,MUNGER,,,,,,,,,,,,,,,,,,,
"1839 ",HAND PUMP WATER IN CAMPUS OF KASTURBA,"BIHAR ","26.0 ","28.0 ","7.3 ","7.6 ","580 ","600 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"WATER WORKS, MUNGER",,,,,,,,,,,,,,,,,,,
"1840 ","TAP WATER PHED PUMP HOUSE MAIN ROAD,","BIHAR ","28.0 ","29.0 ","7.4 ","8.0 ","581 ","589 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,MOTIHARI,,,,,,,,,,,,,,,,,,,
"1841 ",TAP WELL WATER FROM T. MODAL INTER,"BIHAR ","26.0 ","31.0 ","7.1 ","7.1 ","889 ","1850 ","2 ","4 ","2 ","7 ","0.00 ",0.00,,,,,,
,"SCHOOL, G.B ROAD, GAYA",,,,,,,,,,,,,,,,,,,
"1842 ","TAP WATER SAMPLE AT RAMKUND, GAYA ","BIHAR ","26.0 ","31.0 ","7.1 ","7.2 ","895 ","1700 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"1843 ","PHED WATER SUPPLY NEAR BUS STAND, RAJGIR ","BIHAR ","25.0 ","30.0 ","7.2 ","7.2 ","478 ","897 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"1844 ",BORE WELL WATER NEAR COMMISSIONARY,"BIHAR ","28.0 ","32.0 ","7.0 ","7.1 ","1088 ","1140 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"OFFICE, CHAPRA",,,,,,,,,,,,,,,,,,,
"2576 ","HAND PUMP WATER AT CIVIL COURT,","BIHAR ","24.0 ","30.0 ","7.1 ","7.2 ","468 ","1080 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,AURANGABAD,,,,,,,,,,,,,,,,,,,
"2577 ","HAND PUMP WATER AT COURT CAMPOUND,","BIHAR ","29.0 ","32.0 ","7.1 ","7.2 ","545 ","595 ","2 ","4 ","2 ","7 ","0.00 ",0.00,,,,,,
,ARARIA,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,Faecal Coli,,,,,,,,,,
,,,,,,,,ConductivityB.O.D.,,,Total Coli form,,Nitrate-N + Nitrite-,,,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,form,,,,,,,,,,,
,,,,,,,,(μmhos/cm)(mg/l),,,(MPN/100ml),,,N (mg/l),,,,,,
"Station Code ","Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,(MPN/100ml),,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max min max ","min ","max ","min ","max ","min ",max,,,,,,
"2578 ",HAND PUMP WATER AT SARDAR PATEL BUS,"BIHAR ","22.0 ","30.0 ","7.1 ","7.2 ","826 ","857 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"STAND, BHOJPUR",,,,,,,,,,,,,,,,,,,
"2579 ","TUBE WELL WATER AT COLLECTRIATE CAMPUS,","BIHAR ","21.0 ","25.0 ","7.4 ","7.5 ","491 ","3111 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,BUXAR,,,,,,,,,,,,,,,,,,,
"2580 ","HAND PUMP WATER FROM NAGAR PARISHAD,","BIHAR ","28.0 ","29.0 ","7.1 ","7.3 ","310 ","1004 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,BHABHUA,,,,,,,,,,,,,,,,,,,
"2581 ",HAND PUMP WATER AT KILA GATE NEAR,"BIHAR ","21.0 ","23.0 ","7.5 ","7.8 ","447 ","603 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"RAMBAGH MITHILA UNIVERSITY, DARBHANGA",,,,,,,,,,,,,,,,,,,
"2582 ","HAND PUMP WATER AT DARBHANGA BUS STAND,","BIHAR ","21.0 ","22.0 ","7.4 ","7.6 ","640 ","651 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,DARBHANGA,,,,,,,,,,,,,,,,,,,
"2583 ","HAND PUMP WATER AT BUS STAND, GOPALGANJ ","BIHAR ","26.0 ","30.0 ","7.2 ","7.7 ","511 ","870 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"2584 ",HAND PUMP WATER AT THAWAY MANDIR,"BIHAR ","26.0 ","31.0 ","7.3 ","7.4 ","1040 ","1070 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"CAMPUS, GOPALGANJ",,,,,,,,,,,,,,,,,,,
"2585 ",TAP WATER NEAR PANI TANKI AT JAHANABAD,"BIHAR ","26.0 ","26.0 ","6.9 ","7.4 ","410 ","1800 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"COURT, JAHANABAD",,,,,,,,,,,,,,,,,,,
"2586 ","HAND PUMP WATER AT BUS STAND, KATIHAR ","BIHAR ","21.0 ","23.0 ","7.2 ","7.4 ","540 ","585 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"2587 ","HAND PUMP WATER NEAR SADAR HOSPITAL,","BIHAR ","28.0 ","28.0 ","7.4 ","7.4 ","624 ","624 ","7 ","7 ","12 ","12 ","0.00 ",0.00,,,,,,
,KHAGARIA,,,,,,,,,,,,,,,,,,,
"2588 ","HAND PUMP WATER AT D.M OFFICE, KISHANGANJ ","BIHAR ","25.0 ","25.0 ","7.3 ","7.4 ","294 ","599 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
"2589 ","HAND PUMP WATER NEAR D.M OFFICE,","BIHAR ","21.0 ","26.0 ","7.0 ","7.7 ","614 ","961 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,MADHEPURA,,,,,,,,,,,,,,,,,,,
"2590 ","HAND PUMP WATER AT COLLECTRIATE OFFICE,","BIHAR ","22.0 ","24.0 ","7.4 ","7.5 ","604 ","635 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,MADHUBANI,,,,,,,,,,,,,,,,,,,
"2591 ",TAP WATER INSIDE THE CAMPUS OF TOURIST,"BIHAR ","26.0 ","29.0 ","7.2 ","7.3 ","687 ","1200 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,"CAFETERIA, NALANDA",,,,,,,,,,,,,,,,,,,
"2592 ","NALANDA-HAND PUMP WATER AT CIVIL COURT,","BIHAR ","25.0 ","28.0 ","7.1 ","7.5 ","616 ","788 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,BIHAR SARIF,,,,,,,,,,,,,,,,,,,
"2593 ",NAWADA-HAND PUMP WATER AT COLLECTRIATE,"BIHAR ","25.0 ","30.0 ","7.1 ","7.3 ","634 ","1450 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,CAMPUS,,,,,,,,,,,,,,,,,,,
"2594 ",SAHARSA-HAND PUMP WATER NEAR SADAR,"BIHAR ","24.0 ","27.0 ","7.0 ","7.6 ","610 ","774 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,HOSPITAL,,,,,,,,,,,,,,,,,,,
"2595 ",SAMASTIPUR-HAND PUMP WATER,"BIHAR ","21.0 ","23.0 ","7.4 ","7.5 ","583 ","873 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,COLLEECTRIATE CAMPUS,,,,,,,,,,,,,,,,,,,
"2596 ",SITAMARHI-HAND PUMP WATER AT SHRI JANKI,"BIHAR ","24.0 ","30.0 ","7.1 ","7.4 ","304 ","399 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,MANDIR,,,,,,,,,,,,,,,,,,,
"2597 ",SIWAN-BOREWELL WATER AT COLLECTRIATE,"BIHAR ","27.0 ","34.0 ","7.3 ","7.4 ","563 ","1038 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,CAMPUS,,,,,,,,,,,,,,,,,,,
"2598 ",WELL-1 ROHTAS BOREWELL WATER FROM WATER,"BIHAR ","27.0 ","31.0 ","6.9 ","7.4 ","395 ","1220 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
,TANK NEAR DHARAMSHALA SASARAM,,,,,,,,,,,,,,,,,,,
"2599 ",WELL-2 ROHTAS HANDPUMP WATER AT BUS,"BIHAR ","26.0 ","31.0 ","6.8 ","7.5 ","550 ","1200 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,STAND SASARAM,,,,,,,,,,,,,,,,,,,
"2600 ",VAISHALI TAP WATER AT RAILWAY STATION,"BIHAR ","24.0 ","30.0 ","7.3 ","7.4 ","304 ","339 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,CAMPUS HAJIPUR,,,,,,,,,,,,,,,,,,,
"3138 ",ARRAH(BHOJPUR)-BORE WELL WATER AT STATION,"BIHAR ","22.0 ","30.0 ","7.2 ","7.2 ","783 ","790 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,ROAD NEAR RAILWAY STATION,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,Faecal Coli,,,,,,,,,,
,,,,,,,,ConductivityB.O.D.,,,Total Coli form,,Nitrate-N + Nitrite-,,,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,form,,,,,,,,,,,
,,,,,,,,(μmhos/cm)(mg/l),,,(MPN/100ml),,,N (mg/l),,,,,,
"Station Code ","Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,(MPN/100ml),,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max min max ","min ","max ","min ","max ","min ",max,,,,,,
"3139 ","ARARIA-HANDPUMP WATER AT BUS STAND ","BIHAR ","27.0 ","32.0 ","7.0 ","7.0 ","675 ","705 ","2 ","4 ","2 ","7 ","0.00 ",0.00,,,,,,
"3140 ",BETTIAH- HANDPUMP WATER AT RAILWAY,"BIHAR ","26.0 ","31.0 ","7.1 ","7.4 ","1580 ","1589 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
,STATION,,,,,,,,,,,,,,,,,,,
"3141 ",BODHGAYA- HANDPUMP WATER AT NEAR LONG,"BIHAR ","25.0 ","31.0 ","6.9 ","7.9 ","541 ","1819 ","2 ","4 ","2 ","7 ","0.00 ",0.00,,,,,,
,LORD BUDH TEMPLE,,,,,,,,,,,,,,,,,,,
"3142 ",BIKRAMGANJ –HANDPUMP WATER AT BUS STAND,"BIHAR ","24.0 ","30.0 ","7.0 ","7.3 ","400 ","565 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,CHAWK,,,,,,,,,,,,,,,,,,,
"3143 ","BAGAHA- HAND PUMP WATER AT BAGAHA BAZAR ","BIHAR ","26.0 ","31.0 ","7.0 ","7.3 ","523 ","560 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"3144 ",BARH-HANDPUMP WATER NEAR A.N.S. COLLEGE,"BIHAR ","25.0 ","26.0 ","7.5 ","7.6 ","525 ","796 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,BARH,,,,,,,,,,,,,,,,,,,
"3145 ",DEHRI ON SONE-HAND PUMP WATER NEAR,"BIHAR ","23.0 ","25.0 ","6.8 ","7.3 ","642 ","785 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,MUFFASIL THANA MORE,,,,,,,,,,,,,,,,,,,
"3146 ","DUMRAON- BORE WELL WATER AT PANI TANKI,","BIHAR ","22.0 ","28.0 ","7.2 ","7.3 ","820 ","896 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,BUXAR,,,,,,,,,,,,,,,,,,,
"3147 ",JAYNAGAR-HANDPUMP WATER AT RAILWAY,"BIHAR ","20.0 ","21.0 ","7.6 ","7.8 ","315 ","620 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,STATION,,,,,,,,,,,,,,,,,,,
"3148 ",JAMALPUR-HANPDUMP WATER AT POLICE,"BIHAR ","26.0 ","30.0 ","7.2 ","7.2 ","605 ","619 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,STATION,,,,,,,,,,,,,,,,,,,
"3149 ","KUDRA-HANDPUMP WATER AT RAILWAY STATION ","BIHAR ","24.0 ","30.0 ","6.8 ","7.4 ","293 ","1090 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"3150 ",MANER-HANDPUMP WATER AT MAIN ROAD NEAR,"BIHAR ","22.0 ","28.0 ","7.3 ","7.6 ","360 ","377 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,KALI MANDIR,,,,,,,,,,,,,,,,,,,
"3151 ",MOHANIA-HANDPUMP WATER AT MOHANIA,"BIHAR ","26.0 ","29.0 ","7.1 ","7.8 ","416 ","1150 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,GUEST HOUSE,,,,,,,,,,,,,,,,,,,
"3152 ",NARKATIAGANJ-HANDPUMP WATER AT BUS,"BIHAR ","24.0 ","29.0 ","7.6 ","7.6 ","298 ","302 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,STAND,,,,,,,,,,,,,,,,,,,
"3153 ",PIRO-HANDPUMP WATER AT CHURCH HIGH,"BIHAR ","23.0 ","29.0 ","6.9 ","7.2 ","515 ","914 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
,SCHOOL PIRO,,,,,,,,,,,,,,,,,,,
"3154 ","GAYA TAPE WATER SAMPLE AT RAMKUND ","BIHAR ","25.0 ","31.0 ","7.2 ","7.3 ","685 ","1800 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
"3155 ","SUPUAL-HAND PUMP WATER AT BUS STAND ","BIHAR ","23.0 ","30.0 ","7.4 ","7.5 ","594 ","605 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"3156 ","SAMASTIPUR-HANDPUMP WATER AT BUS STAND ","BIHAR ","21.0 ","23.0 ","7.6 ","7.7 ","682 ","1060 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"3157 ",SULTANGANJ-HANDPUMP WATER AT,"BIHAR ","30.0 ","30.0 ","7.4 ","7.4 ","305 ","305 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,SULTANGANJ CHAWK,,,,,,,,,,,,,,,,,,,
"3158 ","SHERGHATI-BOREWELL WATER AT BUS STAND ","BIHAR ","24.0 ","30.0 ","6.8 ","7.2 ","633 ","1320 ","2 ","7 ","2 ","12 ","0.00 ",0.00,,,,,,
"3159 ",SHAHPUR-HANDPUMP WATER AT SHAHPUR HIGH,"BIHAR ","21.0 ","28.0 ","7.1 ","7.2 ","640 ","688 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
,SCHOOL,,,,,,,,,,,,,,,,,,,
"3160 ","RAXAUL-HAND PUMP WATER AT BUS STAND ","BIHAR ","31.0 ","31.0 ","7.6 ","7.6 ","336 ","336 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"3161 ","KATIHAR-HAND PUMP WATER AT BUS STAND ","BIHAR ","21.0 ","23.0 ","7.2 ","7.3 ","259 ","585 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,
"3162 ","VAISHALI-HANDPUMP WATER AT VAISHALI BLOCK ","BIHAR ","24.0 ","34.0 ","7.2 ","7.4 ","759 ","794 ","2 ","2 ","2 ","2 ","0.00 ",0.00,,,,,,

,,TABLE - 4: WATER QUALITY OF GROUND WATER IN CHANDIGARH - 2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Faecal Coli,,,,,,,,
,,,,,,,,Conductivity,B.O.D.,,,,Total Coli form,,Nitrate-N + Nitrite-,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,,,form,,,,,,,,,
Station,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(μmhos/cm),(mg/l),,,,(MPN/100ml),,,N (mg/l),,,,
,"Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(MPN/100ml),,,,,,,,,
"Code ",,,,,,,,,,,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ",max,,,,
"2039 ","SECTOR 15, CHANDIGARH ","CHANDIGARH ","26.0 ","30.0 ","6.6 ","6.6 ","744 ","949 ","1.0 ","1.0 ","2 ","2 ","2 ","2 ","4.40 ",4.90,,,,
"2040 ","SECTOR 22, CHANDIGARH ","CHANDIGARH ","26.0 ","28.0 ","6.8 ","7.1 ","647 ","829 ","1.0 ","5.0 ","2 ","2 ","2 ","2 ","0.80 ",1.20,,,,
"2043 ","PALSORA VILLAGE, CHANDIGARH ","CHANDIGARH ","25.0 ","26.0 ","6.7 ","7.3 ","801 ","1171 ","1.0 ","7.0 ","2 ","2 ","2 ","4 ","0.70 ",1.00,,,,
"2044 ","DHANAS VILLAGE, CHANDIGARH ","CHANDIGARH ","26.0 ","26.0 ","6.9 ","7.4 ","553 ","669 ","1.0 ","5.0 ","2 ","13 ","2 ","21 ","0.70 ",1.00,,,,
"2045 ","DADU MAJRA, CHANDIGARH ","CHANDIGARH ","26.0 ","28.0 ","6.8 ","7.4 ","532 ","677 ","1.0 ","4.0 ","2 ","2 ","2 ","2 ","1.00 ",1.40,,,,

,,TABLE - 5: WATER QUALITY OF GROUND WATER IN CHHATTISGARH - 2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Faecal Coli,,,,,,,,,,
,,,,,,,,Conductivity,B.O.D.,,Total Coli form,,Nitrate-N + Nitrite-,,,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,,form,,,,,,,,,,
Station,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(μmhos/cm),(mg/l),,(MPN/100ml),,,N (mg/l),,,,,,
,"Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,(MPN/100ml),,,,,,,,,,
"Code ",,,,,,,,,,,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max ","min ","max min max ","min ","max ","min ",max,,,,,,
"1620 ","AT RAIPUR REGION, CHHATISGARH. ","CHHATTISGARH ","23.0 ","30.0 ","7.4 ","7.9 ","522 ","664 ","0.2 ","0.4 ","2 ","6 ","0.20 ",2.30,,,,,,
"1621 ","AT RAIPUR REGION, CHHATISGARH. ","CHHATTISGARH ","24.0 ","32.0 ","7.3 ","7.7 ","548 ","566 ","0.3 ","0.6 ","2 ","4 ","1.10 ",2.30,,,,,,
"1622 ","AT BILASPUR REGION, CHHATISGARH. ","CHHATTISGARH ","30.0 ","30.0 ","7.5 ","7.5 ","360 ","378 ","0.1 ","0.1 ","2 ","2 ","0.40 ",0.40,,,,,,
"1623 ","AT BILASPUR REGION, CHHATISGARH. ","CHHATTISGARH ","29.0 ","30.0 ","7.2 ","7.5 ","432 ","449 ","0.1 ","0.1 ","2 ","2 ","0.40 ",0.50,,,,,,
"3171 ","HAND PUMP WATER 17/10 NEPALI MOHLLA,","CHHATTISGARH ",,,"7.4 ","7.5 ",,,,,,,"0.00 ",0.00,,,,,,
,"SHANKAR NAGAR, HEAVY INDUSTRIAL AREA,",,,,,,,,,,,,,,,,,,,
,"BHILAI, CHHATISGARH.",,,,,,,,,,,,,,,,,,,
"3172 ","BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE,","CHHATTISGARH ","26.1 ","27.7 ","7.2 ","7.2 ",,,"0.2 ","0.2 ",,,"0.00 ",0.00,,,,,,
,"KORBA, CHHATISGARH.",,,,,,,,,,,,,,,,,,,
"3173 ","BOREWELL/ HANDPUMP IN PARSABHATA,","CHHATTISGARH ","26.3 ","27.6 ","7.2 ","7.2 ",,,"0.4 ","3.4 ",,,"0.00 ",0.00,,,,,,
,"BALCO, KORBA, CHHATISGARH.",,,,,,,,,,,,,,,,,,,
"3174 ","BOREWELL/ HANDPUMP IN DHANRAS, NTPC,","CHHATTISGARH ","26.2 ","27.6 ","7.1 ","7.2 ",,,"0.4 ","0.4 ",,,"0.00 ",0.00,,,,,,
,"KORBA, CHHATISGARH.",,,,,,,,,,,,,,,,,,,

,,TABLE - 6: WATER QUALITY OF GROUND WATER IN DADRA & NAGAR HAVELI – 2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Faecal Coli,,,,,,,,
,,,,,,,,Conductivity,B.O.D.,,,,,Total Coli form,Nitrate-N + Nitrite-,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,,,form,,,,,,,,,
Station,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(μmhos/cm),(mg/l),,,,,(MPN/100ml),,N (mg/l),,,,
,"Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(MPN/100ml),,,,,,,,,
"Code ",,,,,,,,,,,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ",max,,,,
"2453 ","VILLAGE KHANVEL, DADRA ",DADRA & NAGAR,"28.0 ","28.0 ","7.3 ","7.3 ","586 ","586 ","1.0 ","1.0 ","10 ","10 ","210 ","210 ","1.60 ",1.60,,,,
,,HAVELI,,,,,,,,,,,,,,,,,,
"2454 ","VILLAGE ATHAL, DADRA ",DADRA & NAGAR,"28.0 ","28.0 ","7.4 ","7.4 ","620 ","620 ","1.0 ","1.0 ","7 ","7 ","24 ","24 ","1.80 ",1.80,,,,
,,HAVELI,,,,,,,,,,,,,,,,,,
"2455 ","VILLAGE MASAT, DADRA ",DADRA & NAGAR,"28.0 ","28.0 ","7.6 ","7.6 ","1410 ","1410 ","3.0 ","3.0 ","1 ","1 ","14 ","14 ","0.90 ",0.90,,,,
,,HAVELI,,,,,,,,,,,,,,,,,,
"2456 ","VILLAGE PIPERIA, DADRA ",DADRA & NAGAR,"28.0 ","28.0 ","7.3 ","7.3 ","1260 ","1260 ","1.0 ","1.0 ","20 ","20 ","80 ","80 ","2.10 ",2.10,,,,
,,HAVELI,,,,,,,,,,,,,,,,,,
"2457 ","VILLAGE GALONDA, DADRA ",DADRA & NAGAR,"28.0 ","28.0 ","7.5 ","7.5 ","816 ","816 ","1.0 ","1.0 ","10 ","10 ","130 ","130 ","1.20 ",1.20,,,,
,,HAVELI,,,,,,,,,,,,,,,,,,
"2458 ","VILLAGE, DADRA ",DADRA & NAGAR,"28.0 ","28.0 ","7.4 ","7.4 ","1490 ","1490 ","1.0 ","1.0 ","13 ","13 ","25 ","25 ","1.20 ",1.20,,,,
,,HAVELI,,,,,,,,,,,,,,,,,,
,,TABLE - 7: WATER QUALITY OF GROUND WATER IN DAMAN & DIU – 2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Faecal Coli,,,,,,,,,
,,,,,,,,Conductivity,B.O.D.,,,,Total Coli form,,Nitrate-N + Nitrite-,,,,,
,,,"Temperature ⁰C ",,"pH ",,,,,,form,,,,,,,,,
Station,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(μmhos/cm),(mg/l),,,,,(MPN/100ml),N (mg/l),,,,,
,"Station Name ","State Name ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(MPN/100ml),,,,,,,,,
"Code ",,,,,,,,,,,,,,,,,,,,
,,,"min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ","max ","min ",max,,,,
"1440 ","WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN ","DAMAN & DIU ","28.0 ","28.0 ","7.5 ","7.6 ","610 ","925 ","1.0 ","1.0 ","10 ","130 ","170 ","210 ","0.80 ",1.18,,,,
"2448 ","VILLAGE BHIMPORE, DAMAN ","DAMAN & DIU ","29.0 ","29.0 ","7.6 ","7.6 ","660 ","660 ","1.0 ","1.0 ","1600 ","1600 ","1600 ","1600 ","1.40 ",1.40,,,,
"2449 ","VILLAGE RINGANWADA, DAMAN ","DAMAN & DIU ","28.0 ","28.0 ","7.5 ","7.5 ","1220 ","1220 ","1.0 ","1.0 ","14 ","14 ","30 ","30 ","0.54 ",0.54,,,,
"2450 ","VILLAGE DUNETHA, DAMAN ","DAMAN & DIU ","29.0 ","29.0 ","7.5 ","7.5 ","568 ","568 ","1.0 ","1.0 ","70 ","70 ","380 ","380 ","1.80 ",1.80,,,,
"2451 ","VILLAGE DABHEL, DAMAN ","DAMAN & DIU ","28.0 ","28.0 ","7.5 ","7.5 ","660 ","660 ","1.0 ","1.0 ","40 ","40 ","220 ","220 ","1.40 ",1.40,,,,
