# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,Water Quality Data of Ground Water in Andhra Pradesh Monitored under NWMP-2024,,,,,,,,,,,,,,,,,,,,,
,,,Temperature,,,,,Conductivity,,,,NitrateN +,Fecal Coliform,,Total Coliform,,,Total Dissolved,,Fluoride,,,
,,,,,,"pH ",,,"BOD (mg/L) ",,,,,,,,,,,,,Arsenic (mg/L),
,,,"(°C) ",,,,,(μmho/cm),,,NitriteN(mg/L),,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,(mg/L),,,
"STN Code ","Monitoring Location ",State Name,,,,,,,,,,,,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
"BIS IS 10500 : 2012 Drinking Water -Specification ",,,"- ",,,"6.5-8.5 ","- ",,"- ",,,"< 45 mg/L ","- ",,"- ",,,< 2000 mg/L,"< 1.5 mg/L ",,,< 0.05 mg/L,
"STN Code ","Monitoring Location ",State Name,,,,,,,,,,,,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
"BIS IS 10500 : 2012 Drinking Water -Specification ",,,"- ",,,"6.5-8.5 ","- ",,"- ",,,"< 45 mg/L ","- ",,"- ",,,< 2000 mg/L,"< 1.5 mg/L ",,,< 0.05 mg/L,
"3 ","WELL AT AHMEDABAD ","GUJARAT ","30 ","30 ","8.1 ","8.1 ","468 ","468 ","1 ","1 ","0.38 ","0.38 ","2 ","2 ","2 ","2 ","305 ","305 ","0.83 ",0.83,,,
"6 ","WELL AT BARODA ","GUJARAT ","27 ","28 ","7.6 ","8.08 ","1032 ","1534 ","1 ","1.3 ","0.32 ","0.54 ","1.8 ","1.8 ","1.8 ","1.8 ","794 ","1058 ","0.81 ","1.08 ","0.00049 ",0.00049,
"1950 ","GROUND WATER AT JUNAGADH ","GUJARAT ","28 ","31 ","7.41 ","7.51 ","921 ","972 ","1 ","1.1 ","1.33 ","1.38 ","1.8 ","1.8 ","1.8 ","1.8 ","652 ","668 ","0.2 ","0.25 ","0.00049 ",0.00049,
,GROUND WATER AT RAJKOTGROUND,,,,,,,,,,,,,,,,,,,,,,
,WATER NR. DISTRICT CO-OPERATIVE,,,,,,,,,,,,,,,,,,,,,,
1951,,"GUJARAT ","28 ","30 ","7.34 ","7.44 ","431 ","740 ","1 ","2.1 ","1.35 ","1.4 ","1.8 ","1.8 ","1.8 ","1.8 ","384 ","444 ","0.2 ","1.3 ","0.00049 ",0.00049,
,"BANK, NR. RAIYA CIRCLE, RAIYA ROAD",,,,,,,,,,,,,,,,,,,,,,
,RAJKOT,,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT,,,,,,,,,,,,,,,,,,,,,,
,SURENDRANAGARAT. BHAVANI PLASTIC,,,,,,,,,,,,,,,,,,,,,,
,"(STEELMAN OXYGEN, PLOT NO.C1/613,",,,,,,,,,,,,,,,,,,,,,,
1952,,"GUJARAT ","28 ","29 ","7.24 ","7.39 ","2240 ","4049 ","1 ","1 ","1.35 ","1.4 ","1.8 ","1.8 ","1.8 ","1.8 ","1576 ","3164 ","0.6 ","0.87 ","0.00049 ",0.00049,
,"PHASE 3, OPP ONE WORLD SCHOOL),",,,,,,,,,,,,,,,,,,,,,,
,"GIDC WADHWAN, WADHWAN, TAL.",,,,,,,,,,,,,,,,,,,,,,
,"WADHWAN, DIST. SURENDRANAGAR",,,,,,,,,,,,,,,,,,,,,,

,,,Temperature,,,,,Conductivity,,,,NitrateN +,Fecal Coliform,,Total Coliform,,Total Dissolved,,,Fluoride,,,
,,,,,,"pH ",,,"BOD (mg/L) ",,,,,,,,,,,,,Arsenic (mg/L),
,,,"(°C) ",,,,,(μmho/cm),,,NitriteN(mg/L),,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,(mg/L),,,
"STN Code ","Monitoring Location ",State Name,,,,,,,,,,,,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
"BIS IS 10500 : 2012 Drinking Water -Specification ",,,"- ",,,"6.5-8.5 ","- ",,"- ",,,"< 45 mg/L ","- ",,"- ",,,< 2000 mg/L,"< 1.5 mg/L ",,,< 0.05 mg/L,
,GROUND WATER AT,,,,,,,,,,,,,,,,,,,,,,
,JAMNAGARBOREWELL OF RAMESHWAR,,,,,,,,,,,,,,,,,,,,,,
1953,,"GUJARAT ","27 ","28 ","7.12 ","7.61 ","780 ","790 ","1 ","1 ","0.32 ","0.32 ","1.8 ","1.8 ","1.8 ","2 ","510 ","556 ","0.2 ","0.21 ","0.00049 ",0.00049,
,"TEMPLE, NEAR RAMESHWAR CHOWK,",,,,,,,,,,,,,,,,,,,,,,
,JAMNAGAR,,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT BHUJODHAV PARK,,,,,,,,,,,,,,,,,,,,,,
,"SOCIETY-2,PRAMUKH SWAMI NAGAR",,,,,,,,,,,,,,,,,,,,,,
1954,,"GUJARAT ","30 ","33 ","7.66 ","7.94 ","3450 ","3770 ","1.7 ","1.8 ","0.32 ","0.6 ","1.8 ","1.8 ","1.8 ","2 ","2218 ","2486 ","0.51 ",0.56,,,
,"ROAD,BEHIND ASHAPURA",,,,,,,,,,,,,,,,,,,,,,
,"SCHOOL,TA:BHUJ, DIST;KUTCH (WEST)",,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT PALANPURBEHIND,,,,,,,,,,,,,,,,,,,,,,
1955,"JILLA SEVA SADAN-2, NEAR JORAVAR","GUJARAT ","26 ","27 ","7.37 ","7.57 ","1827 ","1952 ","1 ","1 ","0.9 ","1.59 ","2 ","2 ","2 ","2 ","960 ","964 ","0.26 ","0.36 ","0.00049 ",0.00049,
,"PALACE, PALANPUR, DIST-BANASKANTHA",,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT,,,,,,,,,,,,,,,,,,,,,,
1956,"MEHASANAMODHERA GIDC, TAL & DIST :","GUJARAT ","29 ","29 ","8.06 ","8.06 ","1225 ","1225 ","1 ","1 ","1.2 ","1.2 ","1.8 ","1.8 ","1.8 ","1.8 ","792 ","792 ","0.26 ","0.26 ","0.00049 ",0.00049,
,MEHSANA,,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT SIDDHPUR,,,,,,,,,,,,,,,,,,,,,,
,(DIST.PATAN)AHMEDABAD- PALANUR,,,,,,,,,,,,,,,,,,,,,,
1957,,"GUJARAT ","27 ","27 ","7.66 ","7.7 ","1590 ","1664 ","1 ","1 ","0.6 ","0.9 ","2 ","2 ","2 ","2 ","810 ","956 ","0.89 ","1.46 ","0.00049 ",0.00049,
,"HIGHWAY, TAVADIYA CROSSING, NEAR",,,,,,,,,,,,,,,,,,,,,,
,"MADHIVAI, SIDDPUR, DIST-PATAN",,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT,,,,,,,,,,,,,,,,,,,,,,
,HIMATNAGARBOREWELL OF,,,,,,,,,,,,,,,,,,,,,,
1958,,"GUJARAT ","25 ","26 ","7.21 ","7.6 ","740 ","938 ","1 ","1 ","0.77 ","0.9 ","1.8 ","2 ","1.8 ","2 ","430 ","502 ","0.22 ","0.99 ","0.00049 ",0.00049,
,"HIMATNAGAR NAGARPALIKA, AT.",,,,,,,,,,,,,,,,,,,,,,
,"HIMATNAGAR, DIST. SABARKANTHA",,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT NADIADBOREWELL,,,,,,,,,,,,,,,,,,,,,,
1959,"OF SANTRAM MANDIR, NADIAD,DIST:","GUJARAT ","24 ","24 ","7.68 ","7.68 ","1611 ","1611 ",,,"6.9 ","6.9 ","1.8 ","1.8 ","1.8 ","1.8 ","1132 ","1132 ",,,"0.00049 ",0.00049,
,KHEDA,,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT DAHODWELL AT,,,,,,,,,,,,,,,,,,,,,,
1960,"HINDU DHARAMASHALA, STATION ROAD,","GUJARAT ","26 ","27 ","7.74 ","7.94 ","800 ","883 ","1.1 ","1.3 ","0.96 ","1.92 ","1.8 ","1.8 ","1.8 ","1.8 ","510 ","590 ","0.76 ","1.5 ","0.00049 ",0.00049,
,DAHOD,,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT GODHARAWELL AT,,,,,,,,,,,,,,,,,,,,,,
,OFFICE OF PANCHMAHAL INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,
1961,,"GUJARAT ","26 ","27 ","7.06 ","7.14 ","764 ","938 ","1.2 ","1.4 ","1.82 ","3.32 ","1.8 ","1.8 ","1.8 ","1.8 ","550 ","682 ","0.81 ","0.89 ","0.00049 ",0.00049,
,"FADERATION, NEAR CIRCUIT HOUSE,",,,,,,,,,,,,,,,,,,,,,,
,GODHRA,,,,,,,,,,,,,,,,,,,,,,
,VADODARA (INDUSTRIAL-,,,,,,,,,,,,,,,,,,,,,,
"1962 ",,"GUJARAT ","28 ","28 ","7.3 ","7.58 ","3240 ","4066 ","1.6 ","2.7 ","3.46 ","8.6 ","1.8 ","1.8 ","1.8 ","1.8 ","2428 ","3856 ","0.82 ","0.82 ","0.00049 ",0.00049,
,"NANDESARI)GIDC-NANDESARI ",,,,,,,,,,,,,,,,,,,,,,
,PANDESARA (INDSTRIAL),,,,,,,,,,,,,,,,,,,,,,
"1964 ",,"GUJARAT ","27 ","32 ","7.62 ","8.02 ","4166 ","7748 ","2.4 ","2.5 ","0.32 ","0.34 ","1.8 ","1.8 ","1.8 ","1.8 ","2458 ","4494 ","0.2 ","0.2 ","0.00049 ",0.00049,
,"SURATPANDESARA GIDC, SURAT ",,,,,,,,,,,,,,,,,,,,,,
,"ATUL, VILLAGE G.W, (VALSAD)B/W AT",,,,,,,,,,,,,,,,,,,,,,
"1967 ",,"GUJARAT ","28 ","29 ","7.49 ","8 ","1603 ","1631 ","1 ","1 ","0.33 ","0.4 ","1.8 ","1.8 ","1.8 ","1.8 ","952 ","1096 ","0.2 ",0.34,,,
,"ATUL VILLAGE G.W ",,,,,,,,,,,,,,,,,,,,,,

,,,Temperature,,,,,Conductivity,,,,NitrateN +,Fecal Coliform,,Total Coliform,,,Total Dissolved,,Fluoride,,,
,,,,,,"pH ",,,"BOD (mg/L) ",,,,,,,,,,,,,Arsenic (mg/L),
,,,"(°C) ",,,,,(μmho/cm),,,NitriteN(mg/L),,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,(mg/L),,,
"STN Code ","Monitoring Location ",State Name,,,,,,,,,,,,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
"BIS IS 10500 : 2012 Drinking Water -Specification ",,,"- ",,,"6.5-8.5 ","- ",,"- ",,,"< 45 mg/L ","- ",,"- ",,,< 2000 mg/L,"< 1.5 mg/L ",,,< 0.05 mg/L,
,VAPI INDUSTRIAL AREA (RAJASHTHAN,,,,,,,,,,,,,,,,,,,,,,
,"BHAVAN) U/S, VAPIB/W AT VAPI",,,,,,,,,,,,,,,,,,,,,,
,INDUSTRIAL AREA U/S IN RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,
1968,,"GUJARAT ","28 ","29 ","7.95 ","8.03 ","663 ","764 ","1 ","1 ","0.32 ","0.43 ","1.8 ","1.8 ","1.8 ","1.8 ","366 ","456 ","0.27 ",0.36,,,
,BHAVAN,,,,,,,,,,,,,,,,,,,,,,
,"SILVASA RD, OPPOSITE GURUDWARA,",,,,,,,,,,,,,,,,,,,,,,
,"GIDC, VAPI, GUJARAT 396195",,,,,,,,,,,,,,,,,,,,,,
,"B/W AT COSTAL HIGHWAY CHAR RASTA,",,,,,,,,,,,,,,,,,,,,,,
,"FANSA, TA:UMBERGA N,",,,,,,,,,,,,,,,,,,,,,,
1969,DIST:VALSADB/W AT COSTAL HIGHWAY,"GUJARAT ","28 ","28 ","7.86 ","8.06 ","906 ","906 ","1 ","1 ","0.32 ","0.49 ","1.8 ","1.8 ","1.8 ","1.8 ","452 ","520 ","0.2 ",0.4,,,
,"CHAR RASTA, FANSA, TA:UMBERGAON,",,,,,,,,,,,,,,,,,,,,,,
,DIST:VALSAD,,,,,,,,,,,,,,,,,,,,,,
,"BOREWELL D/S TSDF SITE, GIDC",,,,,,,,,,,,,,,,,,,,,,
,"INDUSTRIAL AREA, VAPIB/W AT D/S TSDF",,,,,,,,,,,,,,,,,,,,,,
1970,,"GUJARAT ","28 ","29 ","7.32 ","8.15 ","422 ","603 ","1 ","1 ","0.33 ","0.47 ","1.8 ","1.8 ","1.8 ","1.8 ","334 ","372 ","0.4 ",0.46,,,
,SITE,,,,,,,,,,,,,,,,,,,,,,
,"PLOT NO.4807, PHASE 4, GIDC, VAPI",,,,,,,,,,,,,,,,,,,,,,
,BORE WELL OF CHHATRAL,,,,,,,,,,,,,,,,,,,,,,
2083,"GIDC.BOREWELL OF GIDC CHHATRAL,","GUJARAT ","30 ","30 ","7.35 ","7.35 ","2388 ","2388 ","1 ","1 ","1.09 ","1.09 ","2 ","2 ","2 ","2 ","1362 ","1362 ","0.6 ","0.6 ","0.00049 ",0.00049,
,PHASE I,,,,,,,,,,,,,,,,,,,,,,
,BORE WELL OF PALSANA,,,,,,,,,,,,,,,,,,,,,,
"2084 ",,"GUJARAT ","29 ","30 ","7.84 ","8.11 ","1185 ","1331 ","2 ","2.3 ","0.32 ","0.34 ","1.8 ","1.8 ","1.8 ","1.8 ","700 ","772 ","0.2 ","0.22 ","0.00049 ",0.00049,
,"VILLAGE.PALASANA,SURAT. ",,,,,,,,,,,,,,,,,,,,,,
,BORE WELL OF SANTEJ,,,,,,,,,,,,,,,,,,,,,,
2085,VILLAGE.BOREWELL OF SANTEJ GRAM,"GUJARAT ","38 ","38 ","6.82 ","6.82 ","2484 ","2484 ","1 ","1 ","0.33 ","0.33 ","2 ","2 ","2 ","2 ","1442 ","1442 ","0.36 ","0.36 ","0.00049 ",0.00049,
,PANCHAYAT,,,,,,,,,,,,,,,,,,,,,,
,BORE WELL OF SACHIN GIDC.SACHIN,,,,,,,,,,,,,,,,,,,,,,
"2088 ",,"GUJARAT ","30 ","30 ","7.09 ","7.15 ","2523 ","7422 ","2.2 ","2.8 ","0.32 ","0.35 ","1.8 ","1.8 ","1.8 ","1.8 ","1716 ","4306 ","0.2 ","0.27 ","0.00049 ",0.00049,
,"GIDC, SACHIN,SURAT ",,,,,,,,,,,,,,,,,,,,,,
,B/W NEAR INDL. AREA BORASARA &,,,,,,,,,,,,,,,,,,,,,,
2089,"NAVAPURA, DIST. SURAT.PLOT-202","GUJARAT ","30 ","30 ","7.28 ","7.44 ","3109 ","3408 ","2.4 ","2.4 ","0.32 ","0.32 ","1.8 ","1.8 ","1.8 ","1.8 ","1834 ","1976 ","0.2 ","0.2 ","0.00049 ",0.00049,
,",KIM,SURAT.",,,,,,,,,,,,,,,,,,,,,,
"2090 ","WELL AT OLPAD.OLPAD ,SURAT ","GUJARAT ","27 ","30 ","7.07 ","8.44 ","4690 ","13270 ","1 ","2.7 ","0.32 ","0.32 ","1.8 ","1.8 ","1.8 ","1.8 ","2876 ","8688 ","0.2 ","0.21 ","0.00049 ",0.00049,
,BORE WELL OF NAVSARI GIDC,,,,,,,,,,,,,,,,,,,,,,
,INDUSTRIES ASSOCIATION OFFICE.AT-,,,,,,,,,,,,,,,,,,,,,,
2091,,"GUJARAT ","28 ","29 ","7.13 ","7.73 ","1883 ","2080 ","2.2 ","2.5 ","0.37 ","0.37 ","2 ","2 ","2 ","2.1 ","1092 ","1226 ","0.2 ","0.25 ","0.00049 ",0.00049,
,"GIDC -KABILPORE,TA & DI - NAVSARI,",,,,,,,,,,,,,,,,,,,,,,
,GUJARAT,,,,,,,,,,,,,,,,,,,,,,
,WELL OF BARDOLI AT REST,,,,,,,,,,,,,,,,,,,,,,
"2093 ",,"GUJARAT ","29 ","29 ","6.96 ","7.46 ","2436 ","2814 ","2.1 ","2.2 ","0.32 ","0.33 ","1.8 ","1.8 ","1.8 ","1.8 ","1058 ","1412 ","0.2 ","0.21 ","0.00049 ",0.00049,
,"HOUSE.BARDOLI-VYARA ROAD ",,,,,,,,,,,,,,,,,,,,,,
,WELL AT ANKLESHWAR INDUSTRIAL,,,,,,,,,,,,,,,,,,,,,,
,AREA (BORE WELL OF M/S INDUSTRIAL,,,,,,,,,,,,,,,,,,,,,,
2094,CARBON AT ANKLESHWAR- RAJPIPLA,"GUJARAT ","28 ","29 ","7.41 ","7.54 ","5200 ","5956 ","1 ","4 ","0.76 ","1.01 ","1.8 ","1.8 ","1.8 ","1.8 ","3338 ","4526 ","0.2 ",0.75,,,
,"ROAD.ANKLESHWAR- RAJPIPLA ROAD,",,,,,,,,,,,,,,,,,,,,,,
,"NR GIDC ANKLESHWAR, DIST BHARUCH",,,,,,,,,,,,,,,,,,,,,,

,,,Temperature,,,,,Conductivity,,,,NitrateN +,Fecal Coliform,,Total Coliform,,,Total Dissolved,,Fluoride,,,
,,,,,,"pH ",,,"BOD (mg/L) ",,,,,,,,,,,,,Arsenic (mg/L),
,,,"(°C) ",,,,,(μmho/cm),,,NitriteN(mg/L),,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,(mg/L),,,
"STN Code ","Monitoring Location ",State Name,,,,,,,,,,,,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
"BIS IS 10500 : 2012 Drinking Water -Specification ",,,"- ",,,"6.5-8.5 ","- ",,"- ",,,"< 45 mg/L ","- ",,"- ",,,< 2000 mg/L,"< 1.5 mg/L ",,,< 0.05 mg/L,
,BORE WELL OF NARSHIBHAI,,,,,,,,,,,,,,,,,,,,,,
,BECHARBHAI ZALAWADIA @ 200 METER,,,,,,,,,,,,,,,,,,,,,,
,AWAY FROM MADHAPAR STP TOWARD,,,,,,,,,,,,,,,,,,,,,,
,"ISWARIA MAHADEV TEMPLE,",,,,,,,,,,,,,,,,,,,,,,
2095,,"GUJARAT ","29 ","30 ","7.24 ","7.56 ","1468 ","1680 ","1 ","1.1 ","1.35 ","1.4 ","1.8 ","1.8 ","1.8 ","1.8 ","1264 ","1464 ","0.24 ","1.25 ","0.00049 ",0.00049,
,"MADHAPAR, DIST. RAJKOT.BORE WELL",,,,,,,,,,,,,,,,,,,,,,
,OF NARSHIBHAI BECHARBHAI,,,,,,,,,,,,,,,,,,,,,,
,"ZALAVADIYA, NR. MADHAPAR STP",,,,,,,,,,,,,,,,,,,,,,
,"PLANT, RAJKOT",,,,,,,,,,,,,,,,,,,,,,
,"BORE WELL, SNR. VINAYAK JAL",,,,,,,,,,,,,,,,,,,,,,
,SUDDHIKARAN SAHAKARI MANDALI LTD.,,,,,,,,,,,,,,,,,,,,,,
2096,"(CETP ), VILL. BAVLA, DIST.","GUJARAT ","30 ","31 ","7.37 ","7.45 ","5544 ","6318 ","1 ","1.2 ","0.69 ","1.04 ","2 ","2 ","2 ","2 ","3126 ","3642 ","1.54 ","1.84 ","0.00049 ",0.00049,
,"AHMEDABAD.S. N. 644/1-4, VILL. BAVLA,",,,,,,,,,,,,,,,,,,,,,,
,DIST. AHMEDABAD.,,,,,,,,,,,,,,,,,,,,,,
,"BORE WELL OF SOMESHWAR RICE MILL,",,,,,,,,,,,,,,,,,,,,,,
,"NR. BAVLA ECO PROJECT,(CETP), VILL.",,,,,,,,,,,,,,,,,,,,,,
2097,"BAVLA, DIST. AHMEDABAD.DEDHAL","GUJARAT ","26 ","29 ","6.77 ","7.59 ","6031 ","6554 ","1.2 ","1.2 ","0.48 ","0.78 ","2 ","2 ","2 ","2 ","3240 ","3798 ","0.76 ","1.42 ","0.00049 ",0.00049,
,"ROAD, NR. BAVLA ECO PROJECT, (CETP ),",,,,,,,,,,,,,,,,,,,,,,
,"VILL. BAVLA, DIST. AHMEDABAD.",,,,,,,,,,,,,,,,,,,,,,
,BORE WELL OF PIRANA TERMINAL,,,,,,,,,,,,,,,,,,,,,,
,"PUMPING STATION, PIRANA, NR. V. N.",,,,,,,,,,,,,,,,,,,,,,
2098,,"GUJARAT ","30 ","30 ","7.44 ","7.44 ","3640 ","3640 ","1 ","1 ","0.51 ","0.51 ","2 ","2 ","2 ","2 ","2028 ","2028 ","0.85 ",0.85,,,
,"BRIDGE, AHMEDABAD.NR. V.N BRIDGE,",,,,,,,,,,,,,,,,,,,,,,
,"PIRANA, AHMEDABAD",,,,,,,,,,,,,,,,,,,,,,
,"BOREWELL OF GIDC, JHAGADIAAT FINAL",,,,,,,,,,,,,,,,,,,,,,
3207,"PUMPING STATION, GIDC JHAGHADIA,","GUJARAT ","30 ","30 ","7.34 ","7.34 ","2944 ","2944 ","1 ","1 ","0.97 ","0.97 ","1.8 ","1.8 ","1.8 ","1.8 ","1482 ","1482 ","0.3 ",0.3,,,
,DIST BHARUCH,,,,,,,,,,,,,,,,,,,,,,
,"JILLA PANCHAYAT SCHOOL, NEAR GRAM",,,,,,,,,,,,,,,,,,,,,,
,"PANCHAYAT KATA FALIA, VILLAGE",,,,,,,,,,,,,,,,,,,,,,
,"NAMDHA, VALSADB/W AT JILLA",,,,,,,,,,,,,,,,,,,,,,
3208,,"GUJARAT ","28 ","29 ","7.58 ","7.72 ","664 ","821 ","1 ","1 ","0.32 ","0.34 ","1.8 ","1.8 ","1.8 ","1.8 ","386 ","462 ","0.2 ",0.4,,,
,PANCHAY SCHOOL,,,,,,,,,,,,,,,,,,,,,,
,"NEAR GRAM PANCHAYAT KATA FALIA,",,,,,,,,,,,,,,,,,,,,,,
,"VILLAGE NAMDHA, VALSAD",,,,,,,,,,,,,,,,,,,,,,
,BOREWELL OF GAYATRI PRAGNA,,,,,,,,,,,,,,,,,,,,,,
,"SCHOOL, BHADARWAD ROAD, BAZAR",,,,,,,,,,,,,,,,,,,,,,
3209,"FALIA, SARIGAM, VALSADBOREWELL OF","GUJARAT ","27 ","29 ","7.72 ","8.11 ","1123 ","1189 ","1 ","1 ","0.39 ","0.47 ","1.8 ","1.8 ","1.8 ","1.8 ","742 ","830 ","0.2 ",0.38,,,
,"GAYATRI PRAGNA SCHOOL, BHADARWAD",,,,,,,,,,,,,,,,,,,,,,
,"ROAD, BAZAR FALIA, SARIGAM, VALSAD",,,,,,,,,,,,,,,,,,,,,,
,"BOREWELL AT PIRAMAL GLASS, VILLAGE",,,,,,,,,,,,,,,,,,,,,,
3210,TARSADI AT KOSAMBA INDUSTRIAL,"GUJARAT ","30 ","30 ","7.06 ","7.96 ","3515 ","3541 ","2.1 ","2.2 ","0.32 ","0.34 ","1.8 ","1.8 ","1.8 ","1.8 ","2054 ","2074 ","0.2 ","0.21 ","0.00049 ",0.00049,
,"AREA, SURATKOSAMBA,SURAT",,,,,,,,,,,,,,,,,,,,,,
,"BOREWELL AT PRIMARY HEALTH CENTER,",,,,,,,,,,,,,,,,,,,,,,
"3211 ",,"GUJARAT ","27 ","29 ","7.48 ","7.8 ","1843 ","1940 ","2.1 ","2.3 ","0.32 ","0.32 ","1.8 ","1.8 ","1.8 ","1.8 ","1086 ","1126 ","0.2 ","0.2 ","0.00049 ",0.00049,
,"KADODARA, SURATKADODARA,SURAT ",,,,,,,,,,,,,,,,,,,,,,

,,,Temperature,,,,,Conductivity,,,,NitrateN +,Fecal Coliform,,Total Coliform,,,Total Dissolved,,Fluoride,,,
,,,,,,"pH ",,,"BOD (mg/L) ",,,,,,,,,,,,,Arsenic (mg/L),
,,,"(°C) ",,,,,(μmho/cm),,,NitriteN(mg/L),,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,(mg/L),,,
"STN Code ","Monitoring Location ",State Name,,,,,,,,,,,,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
"BIS IS 10500 : 2012 Drinking Water -Specification ",,,"- ",,,"6.5-8.5 ","- ",,"- ",,,"< 45 mg/L ","- ",,"- ",,,< 2000 mg/L,"< 1.5 mg/L ",,,< 0.05 mg/L,
,BOREWELL NEAR CENTER OF EXCELLENCE,,,,,,,,,,,,,,,,,,,,,,
,"BUILDING, GIDC, VATVA,",,,,,,,,,,,,,,,,,,,,,,
3212,AHMEDABADCENTER OF EXCELLENCE,"GUJARAT ","28 ","28 ","7.52 ","7.52 ","2395 ","2395 ","1 ","1 ","0.8 ","0.8 ","2 ","2 ","2 ","2 ","1442 ","1442 ","0.37 ","0.37 ","0.00049 ",0.00049,
,"BUILDING, PLOT NO 511 GIDC- PHASE IV,",,,,,,,,,,,,,,,,,,,,,,
,"VATVA, AHMEDABAD",,,,,,,,,,,,,,,,,,,,,,
,BOREWELL NEAR GIDC ODHAV,,,,,,,,,,,,,,,,,,,,,,
,"INDUSTRIAL ASSOCIATION BUILDING,",,,,,,,,,,,,,,,,,,,,,,
,"GIDC, ODHAV, AHMEDABADODHAV",,,,,,,,,,,,,,,,,,,,,,
3214,,"GUJARAT ","28 ","28 ","7.97 ","7.97 ","2430 ","2430 ","1 ","1 ","0.46 ","0.46 ","2 ","2 ","2 ","2 ","1320 ","1320 ","0.2 ","0.2 ","0.00049 ",0.00049,
,"INDUSTRIAL ASSOCIATION BUILDING,",,,,,,,,,,,,,,,,,,,,,,
,"PLOT NO H 35, GIDC, ODHAV, ODHAV",,,,,,,,,,,,,,,,,,,,,,
,ROAD AHMEDABAD,,,,,,,,,,,,,,,,,,,,,,
,BOREWELL NEAR TSDF SITE OF GREEN,,,,,,,,,,,,,,,,,,,,,,
,"ENVIRONMNET SERVICES CO. OP.LTD,",,,,,,,,,,,,,,,,,,,,,,
,"VATVA, AHMEDABADTSDF SITE OF GREEN",,,,,,,,,,,,,,,,,,,,,,
3216,,"GUJARAT ","28 ","28 ","7.72 ","7.72 ","2761 ","2761 ","1 ","1 ","0.48 ","0.48 ","2 ","2 ","2 ","2 ","1628 ","1628 ","0.8 ","0.8 ","0.00049 ",0.00049,
,"ENVIRONMNET SERVICES CO. OP.LTD, S.",,,,,,,,,,,,,,,,,,,,,,
,"NO 89,90,91 VINZOL TAL DASKROI ,",,,,,,,,,,,,,,,,,,,,,,
,AHMEDABAD,,,,,,,,,,,,,,,,,,,,,,
,"WELL OF MODASA, NAGAR PALIKA,",,,,,,,,,,,,,,,,,,,,,,
,"VARIGRUH, MODASAWELL OF MODASA,",,,,,,,,,,,,,,,,,,,,,,
3218,,"GUJARAT ","25 ","28 ","6.86 ","7.33 ","1062 ","1342 ","1 ","1 ","0.62 ","0.76 ","1.8 ","2 ","1.8 ","2 ","610 ","752 ","0.31 ","0.76 ","0.00049 ",0.00049,
,"NAGAR PALIKA, VARIGRUH, AT.",,,,,,,,,,,,,,,,,,,,,,
,MODASA. DIST. ARVALLI,,,,,,,,,,,,,,,,,,,,,,
,"WELL OF IDAR, NAGAR PALIKA, SAKARIA,",,,,,,,,,,,,,,,,,,,,,,
,"IDARBOREWELL OF IDAR NAGARPALIKA,",,,,,,,,,,,,,,,,,,,,,,
3219,,"GUJARAT ","25 ","26 ","6.7 ","7.46 ","1461 ","1580 ","1 ","1 ","0.61 ","0.63 ","1.8 ","2 ","1.8 ","2 ","814 ","862 ","0.72 ","3.58 ","0.00049 ",0.00049,
,"AT. SAKARIA, TA. IDAR, DIST.",,,,,,,,,,,,,,,,,,,,,,
